name,star_name,star_age,star_age_error_min,star_age_error_max,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,detection_type,mass_measurement_type,radius_measurement_type,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max
NGTS-21 b,NGTS-21,10.02,-7.3,3.29,2.36,-0.21,0.21,1.33,-0.03,0.03,1.5433897,-1.6e-06,1.6e-06,0.0236,-0.0005,0.0005,0.0,,,83.85,-0.44,0.44,2022.0,90.0,,,,,,2458228.77853,-0.00067,0.00067,0.63,-0.03,0.03,506.0,-37.0,37.0,1357.0,-15.0,15.0,Transit,Mass,<a refstr=ALVES_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4447A/abstract target=ref>Alves et al. 2022</a>,311.2583112,-35.4278412,15.506,,13.622,13.105,12.951,592.891,-15.19,15.995,-0.26,-0.07,0.07,0.72,-0.04,0.04,0.86,-0.04,0.04,K3 V,4660.0,-41.0,41.0
NGTS-23 b,NGTS-23,6.39,-1.6,1.93,0.613,-0.097,0.097,1.267,-0.03,0.03,4.0764326,-4.1e-06,4.1e-06,0.0504,-0.012,0.012,0.0,,,89.12,-0.64,0.53,2022.0,,,,,,,2458431.77134,-0.00048,0.00048,0.134,-0.091,0.094,78.0,-11.0,11.0,1327.0,-16.0,17.0,Transit,Mass,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,70.4322947,-40.0445299,14.126,,13.056,12.797,12.73,1074.95,-19.21,19.91,-0.26,-0.11,0.11,1.01,-0.07,0.06,1.24,-0.03,0.03,F9 V,6057.0,-64.0,64.0
NGTS-24 b,NGTS-24,4.77,-0.91,3.56,0.52,-0.11,0.12,1.214,-0.062,0.058,3.4678796,-7e-06,7e-06,0.0479,-0.003,0.0028,0.0,,,82.61,-0.61,0.52,2022.0,,,,,,,2458100.6229,-0.0011,0.0011,0.821,-0.026,0.026,62.0,-10.0,11.0,1499.0,-36.0,41.0,Transit,Mass,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,168.5638892,-37.9101328,13.214,,11.879,11.577,11.51,683.062,-10.709,11.048,0.27,-0.03,0.18,1.26,-0.21,0.05,1.64,-0.09,0.03,G2 IV,5820.0,-8.0,93.0
NGTS-25 b,NGTS-25,3.49,-3.37,3.49,0.639,-0.052,0.058,1.023,-0.052,0.035,2.823093,-3.3e-06,3.3e-06,0.0388,-0.002,0.0014,0.0,,,89.34,-0.58,0.42,2022.0,,,,,,,2458204.26373,-0.0005,0.0005,0.113,-0.072,0.097,100.0,-6.0,6.0,1101.0,-14.0,15.0,Transit,Mass,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,307.4182976,-39.0323568,14.333,,12.818,12.417,12.324,521.233,-8.112001,8.367,0.12,-0.05,0.05,0.91,-0.04,0.03,0.86,-0.05,0.02,K0 V,5321.0,-58.0,58.0
NGTS-26 b,NGTS-26,11.5,-1.7,1.3,0.292,-0.06,0.065,1.328,-0.048,0.059,4.5199279,-9.2e-06,9e-06,0.049,-0.0032,0.0038,0.0,,,86.43,-0.68,0.78,2024.0,,,,,,,2457756.8314,-0.0014,0.0014,,,,36.7,-7.5,8.2,1331.0,-72.0,85.0,Transit,Mass,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,217.6832961,-31.7324526,15.009,,13.547,13.164,13.119,1093.69,-40.03,43.12,0.2,-0.1,0.1,0.96,-0.03,0.04,1.16,-0.02,0.05,,5550.0,-100.0,100.0
NGTS-27 b,NGTS-27,7.9,-0.8,0.8,0.593,-0.072,0.095,1.396,-0.035,0.038,3.3704181,-5.7e-06,5.9e-06,0.0446,-0.0036,0.0026,0.0,,,86.2,-2.1,2.4,2024.0,,,,,,,2458540.6573,-0.0011,0.001,,,,76.5,-8.7,11.9,1783.0,-88.0,104.0,Transit,Mass,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,206.0265266,-32.5229747,13.523,,12.248,11.858,11.859,942.122,-27.874,29.592,0.0,-0.08,0.08,1.07,-0.06,0.06,1.77,-0.03,0.03,,5700.0,-80.0,80.0
NGTS-30 b,NGTS-30,1.1,-0.4,0.4,0.96,-0.056,0.056,0.928,-0.032,0.032,98.29838,-9e-05,0.0001,0.408,-0.019,0.019,0.294,-0.01,0.014,89.483,-0.028,0.028,2024.0,3.4,-5.8,4.8,,,,2459287.6,-0.0014,0.0013,0.777,-0.027,0.021,46.1,-1.8,1.8,500.0,-84.0,55.0,Transit,Mass,<a refstr=BATTLEY_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.230B/abstract target=ref>Battley et al. 2024</a>,173.714867,-24.6054801,12.537,,10.943,10.601,10.501,238.377,-2.389,2.438,-0.03,-0.08,0.08,0.94,-0.06,0.06,0.913,-0.029,0.029,,5455.0,-80.0,80.0
NGTS-31 b,NGTS-31,9.97,-2.58,2.58,1.12,-0.12,0.12,1.61,-0.16,0.16,4.162734,-4e-06,4e-06,0.064,-0.008,0.008,0.0,,,85.6,-0.1,0.1,2025.0,90.0,,,,,,2459039.1615,-0.0004,0.0004,0.63,-0.01,0.01,146.63,-5.97,8.26,1410.0,-20.0,20.0,Transit,Mass,<a refstr=VINES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.2011V/abstract target=ref>Vines et al. 2025</a>,80.4212533,-38.656827,13.519,,12.175,11.822,11.775,497.376,,,0.0,-0.04,0.04,0.96,-0.05,0.11,1.7,-0.21,0.2,,5710.0,-70.0,70.0
NGTS-32 b,NGTS-32,8.03,-1.0,1.03,0.57,-0.05,0.05,1.42,-0.03,0.03,3.31211,-2e-05,2e-05,0.044,-0.001,0.001,0.0,,,86.9,-0.1,0.1,2025.0,90.0,,,,,,2459435.763,-0.002,0.002,0.29,-0.01,0.01,75.17,-0.88,15.01,1750.0,-20.0,20.0,Transit,Mass,<a refstr=VINES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.2011V/abstract target=ref>Vines et al. 2025</a>,223.8576228,-18.4323191,13.588,,12.07,11.727,11.689,837.457,-15.675,16.274,-0.03,-0.04,0.04,1.07,-0.04,0.06,1.85,-0.05,0.06,,5680.0,-60.0,60.0
NGTS-33 b,NGTS-33,0.03,-0.02,0.02,3.63,-0.27,0.27,1.64,-0.07,0.07,2.827972,-1e-06,1e-06,0.048,-0.002,0.002,0.0,,,83.94,-0.12,0.12,2024.0,90.0,,,,,,2459986.409,-0.0003,0.0003,0.74,-0.01,0.01,383.0,-23.0,25.0,1991.0,-21.0,21.0,Transit,Mass,<a refstr=ALVES_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.1538A/abstract target=ref>Alves et al. 2025</a>,107.8333348,-35.8505185,11.604,,10.607,10.475,10.408,437.855,-4.286,4.371,-0.11,-0.17,0.17,1.6,-0.11,0.11,1.47,-0.06,0.06,,7437.0,-72.0,72.0
NGTS-34 b,NGTS-34,2.7,-1.8,1.3,0.060095320554528,-0.0141585833767213,0.0154171241213187,0.325631749905681,-0.0196271191723972,0.0196271191723972,43.12655,-0.00017,0.00012,0.257,-0.018,0.018,,,,88.874,-0.11,0.086,2025.0,,,,,,,2459282.7925,-0.0016,0.0024,0.796,-0.026,0.026,2.97,-0.66,0.66,624.0,-16.0,19.0,Transit,Mass,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,162.4997176,-44.5478575,9.229,,8.228,7.994,7.925,120.475,-0.43,0.433,0.228,-0.085,0.084,1.266,-0.081,0.063,1.367,-0.061,0.061,F8 V,6134.0,-50.0,55.0
NGTS-35 b,NGTS-35,1.5,-1.5,11.3,0.478245482947029,-0.0597806853683787,0.0692197409528595,0.972434540814224,-0.057989215736628,0.057989215736628,25.241192,-2.2e-05,2.2e-05,0.16,-0.011,0.011,0.192,-0.033,0.037,88.816,-0.12,0.091,2025.0,38.0,-15.0,16.0,,,,2459334.02963,-0.00056,0.00053,0.812,-0.012,0.01,40.8,-4.2,4.2,451.0,-10.0,11.0,Transit,Mass,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,170.276336,-26.0666162,13.059,,11.181,10.68,10.556,183.078,-1.272,1.289,0.085,-0.11,0.071,0.789,-0.048,0.035,0.753,-0.033,0.051,K3.5 V,4717.0,-84.0,18.0
NGTS-6 b,NGTS-6,9.77,-0.54,0.25,1.339,-0.028,0.028,1.326,-0.112,0.097,0.882059,-8e-07,8e-07,0.01677,-0.00032,0.00032,0.0,,,78.231,-0.21,0.262,2019.0,,,,,,,2457982.3784,-0.0003,0.0003,0.976,-0.02,0.015,322.0,-8.0,8.0,1283.9,-12.14,12.49,Transit,Mass,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,75.795382,-30.3994612,14.237,,12.222,11.767,11.65,308.262,-1.407,1.418,0.11,-0.09,0.09,0.767,-0.025,0.025,0.754,-0.013,0.013,,4730.0,-40.0,44.0
NGTS-8 b,NGTS-8,12.48,-3.68,3.23,0.93,-0.03,0.04,1.09,-0.03,0.03,2.4997,-1e-05,1e-05,0.035,-0.001,0.001,0.01,-0.01,0.014,86.9,-0.5,0.5,2019.0,,,,,,,2457500.1783,-0.00072,0.00072,,,,149.95,-3.56,3.56,1345.0,-19.0,19.0,Transit,Mass,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,328.9759206,-14.0684399,13.69,,12.14,11.751,11.642,428.976,-5.481,5.621,0.24,-0.09,0.09,0.89,-0.04,0.05,0.98,-0.02,0.02,K0 V,5241.0,-50.0,50.0
NGTS-9 b,NGTS-9,0.96,-0.6,0.6,2.9,-0.17,0.17,1.07,-0.06,0.06,4.43527,-2e-05,2e-05,0.058,-0.002,0.003,0.06,-0.052,0.076,84.1,-0.4,0.4,2019.0,,,,,,,2457671.81086,-0.00265,0.00265,,,,293.44,-15.08,15.08,1448.0,-36.0,36.0,Transit,Mass,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,141.9206435,-19.3476477,12.868,,11.712,11.488,11.452,609.128,-15.171,15.952,0.31,-0.15,0.15,1.34,-0.05,0.05,1.38,-0.04,0.04,F8 V,6330.0,-130.0,130.0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,5.0,-1.0,1.0,0.145,-0.0082,0.0082,0.688,,,,,,4.0,-0.5,0.5,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,Microlensing,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,263.577917,-27.14275,20.66,19.0,,16.39,,4019.0,-380.0,380.0,,,,1.06,-0.05,0.05,,,,G5 V,,,
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,5.0,-1.0,1.0,0.86,-0.06,0.06,1.24,,,,,,4.8,-0.7,0.7,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,Microlensing,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,263.577917,-27.14275,20.66,19.0,,16.39,,4019.0,-380.0,380.0,,,,1.06,-0.05,0.05,,,,G5 V,,,
OGLE-TR-10 b,OGLE-TR-10,3.1,-0.7,3.3,0.62,-0.14,0.14,1.25,-0.12,0.14,3.101278,,,0.0434,-0.0015,0.0013,0.0,,,90.0,-3.9,0.0,2004.0,,,,,,,2454262.818228,-0.0003,0.0003,0.28,-0.17,0.17,80.0,-17.0,17.0,1702.0,-54.0,54.0,Transit,Mass,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,267.8677483,-29.8764758,16.006,,13.692,13.314,12.856,1344.97,-111.665,111.665,0.28,-0.1,0.1,1.14,-0.12,0.1,1.17,-0.11,0.13,G2 V,5950.0,-130.0,130.0
OGLE-TR-111 b,OGLE-TR-111,8.8,-6.6,5.2,0.55,-0.1,0.1,1.019,-0.026,0.026,4.0144463,-1e-06,1e-06,0.0473,-0.0014,0.0015,0.0,,,88.3,-0.2,0.3,2004.0,,,,,,,2454092.80717,-0.00016,0.00016,0.35,-0.06,0.04,78.0,-14.0,14.0,1019.0,-20.0,20.0,Transit,Mass,<a refstr=ADAMS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1003.0457A/abstract target=ref> Adams et al. 2010 </a>,163.324115,-61.4056976,16.707,,14.699,14.225,14.112,1068.33,-64.795,64.795,0.19,-0.07,0.07,0.82,-0.02,0.02,0.83,-0.02,0.02,K2 V,5040.0,-80.0,80.0
OGLE-TR-113 b,OGLE-TR-113,13.2,-2.4,0.8,1.26,-0.16,0.16,1.093,-0.019,0.028,1.4324752,,,0.02289,-0.00015,0.00016,0.0,,,87.8,-0.62,1.6,2004.0,,,,,,,2454819.73853,-0.00011,0.00011,0.4,-0.2,0.1,294.0,-33.0,31.0,1342.0,-22.0,22.0,Transit,Mass,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,163.1010355,-61.4468591,15.8485,,,,,566.459,-11.05,11.489,0.09,-0.08,0.08,0.779,-0.015,0.017,0.774,-0.011,0.02,K4 V,4790.0,-75.0,75.0
OGLE-TR-132 b,OGLE-TR-132,1.2,-1.1,1.5,1.18,-0.13,0.14,1.2,-0.11,0.15,1.689868,,,0.03035,-0.00053,0.00057,0.6,,,83.4,-1.3,2.9,2004.0,,,,,,,2453142.58884,-9e-05,9e-05,0.56,-0.22,0.046,167.0,-18.0,18.0,2013.0,-108.0,77.0,Transit,Mass,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,162.6440933,-61.9572476,16.536,15.72,15.252,14.861,14.99,2012.62,-231.82,231.82,0.37,-0.1,0.1,1.305,-0.067,0.075,1.32,-0.12,0.17,F5 V,6210.0,-75.0,75.0
OGLE-TR-182 b,OGLE-TR-182,4.3,-1.9,0.5,1.01,-0.15,0.15,1.13,-0.08,0.24,3.9791,-1e-05,1e-05,0.051,-0.001,0.001,0.0,,,85.7,-0.3,0.3,2007.0,,,,,,,2454270.572,-0.002,0.002,,,,120.0,-17.0,17.0,1550.0,-81.0,81.0,Transit,Mass,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,167.3279228,-61.0952624,16.9195,,15.453,14.899,14.737,2501.75,-399.855,399.855,0.37,-0.08,0.08,1.14,-0.05,0.05,1.14,-0.06,0.23,,5924.0,-64.0,64.0
OGLE-TR-211 b,OGLE-TR-211,2.6,-0.7,0.6,1.03,-0.2,0.2,1.36,-0.09,0.18,3.67724,-3e-05,3e-05,0.051,-0.001,0.001,0.0,,,87.2,,,2007.0,,,,,,,2453428.334,-0.003,0.003,,,,82.0,-16.0,16.0,1686.0,-55.0,90.0,Transit,Mass,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,160.0598236,-62.4555353,15.364,,13.767,13.419,13.379,1515.26,-109.825,109.825,0.11,-0.1,0.1,1.33,-0.05,0.05,1.64,-0.07,0.21,,6325.0,-91.0,91.0
OGLE-TR-56 b,OGLE-TR-56,3.0,-1.3,1.0,1.39,-0.17,0.18,1.36301421234493,-0.090017105658858,0.0919798175760977,1.2119189,,,0.02383,-0.00051,0.00046,0.0,,,77.6,-1.0,0.91,2002.0,,,,,,,2454995.81093,-0.00031,0.00031,0.817,-0.031,0.016,225.0,-27.0,27.0,2212.0,-63.0,61.0,Transit,Mass,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,269.1479583,-29.5392222,15.3,,,,,282.839138692181,-1.82608541623756,1.82608541623756,0.25,-0.08,0.08,1.228,-0.078,0.072,1.363,-0.086,0.089,F8 V,6050.0,-100.0,100.0
OGLE2-TR-L9 b,OGLE2-TR-L9,1.0,-0.7,0.7,4.5,-1.5,1.5,1.61,-0.04,0.04,2.4855335,-7e-07,7e-07,0.0308,-0.0005,0.0005,,,,79.8,-0.3,0.3,2008.0,,,,,,,2454492.79765,-0.00039,0.00039,,,,510.0,-170.0,170.0,2034.0,-22.0,22.0,Transit,Mass,<a refstr=SNELLEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...497..545S/abstract target=ref> Snellen et al. 2009 </a>,166.9798793,-61.1462496,14.718,,13.508,13.246,13.117,1627.63,-73.2,80.28,-0.05,-0.2,0.2,1.52,-0.08,0.08,1.53,-0.04,0.04,,6933.0,-58.0,58.0
Oph 11 b,Oph 11,5.0,-2.0,2.0,14.0,-5.0,6.0,1.1,,,7300000.0,-3650000.0,3650000.0,243.0,-55.0,55.0,,,,,,,2006.0,,,,,,,,,,,,,,,,2175.0,-175.0,175.0,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,245.604961,-24.0872219,,,14.472,13.804,13.423,136.165591968685,-7.52820842368233,7.52820842368233,,,,0.016,-0.005,0.004,0.232692,-0.0140005,0.0140005,M9,2375.0,-175.0,175.0
PDS 70 b,PDS 70,0.008,-0.001,0.001,3.2,-1.6,3.3,1.96,-0.17,0.2,43500.0,,,20.8,-0.7,0.6,0.17,-0.06,0.06,131.0,-2.6,2.9,2018.0,161.0,-12.0,12.0,,,,,,,,,,,,,1392.0,-82.0,82.0,Imaging,Mass,<a refstr=WANG_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..148W/abstract target=ref>Wang et al. 2021</a>,212.0421402,-41.3980405,12.032,,9.553001,8.823,8.542,113.064,-0.519,0.523,-0.11,-0.01,0.01,0.982,-0.066,0.066,1.26,-0.15,0.15,K7,4109.0,-30.0,36.0
PDS 70 c,PDS 70,0.008,-0.001,0.001,7.5,-4.2,4.7,1.98,-0.31,0.39,,,,34.3,-1.8,2.2,0.037,-0.025,0.041,130.5,-2.4,2.5,2019.0,53.0,-23.0,29.0,,,,,,,,,,,,,1054.0,-48.0,60.0,Imaging,Mass,<a refstr=WANG_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..148W/abstract target=ref>Wang et al. 2021</a>,212.0421402,-41.3980405,12.032,,9.553001,8.823,8.542,113.064,-0.519,0.523,-0.11,-0.01,0.01,0.982,-0.066,0.066,1.26,-0.15,0.15,K7,4109.0,-30.0,36.0
PH1 b,PH1,2.0,,,0.531,,,0.551,-0.015,0.015,138.317,-0.027,0.04,0.652,-0.012,0.012,0.0702,-0.0039,0.0029,90.05,-0.053,0.053,2012.0,341.88,-0.7,0.97,,,,2455074.49,-0.036,0.052,,,,,,,481.0,-18.0,18.0,Transit,Mass,<a refstr=SCHWAMB_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..127S/abstract target=ref> Schwamb et al. 2013 </a>,298.2150641,39.9550863,13.841,,12.714,12.461,12.395,1033.16,,,0.21,-0.08,0.08,1.528,-0.087,0.087,1.734,-0.044,0.044,F,6407.0,-150.0,150.0
PH2 b,PH2,4.1,-2.8,4.3,0.274,-0.067,0.066,0.833,-0.024,0.026,282.52542,-0.00011,0.00011,0.833,-0.016,0.014,0.215,-0.082,0.095,89.898,-0.017,0.021,2013.0,24.0,-16.0,33.0,2455162.8,-7.1,14.0,2455196.0677,-0.00036,0.00036,0.297,-0.063,0.046,9.0,-2.2,2.1,295.1,-4.5,5.0,Transit,Mass,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,289.7636212,51.962683,12.645,,11.501,11.182,11.116,343.863,-3.557,3.631,0.017,-0.044,0.051,0.966,-0.056,0.05,0.949,-0.027,0.028,G3,5734.0,-82.0,84.0
PSR B1257+12 b,PSR B1257+12,3.0,-3.0,3.0,6.29267218324261e-05,-6.29267218324262e-06,6.29267218324262e-06,0.0302,,,25.262,-0.003,0.003,0.19,,,0.0,,,50.0,,,1994.0,0.0,,,2449765.6,-0.2,0.2,,,,,,,,,,,,,Pulsar Timing,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,195.0149029,12.6823534,,,,,,600.0,-100.0,100.0,,,,1.4,,,,,,,,,
PSR B1257+12 c,PSR B1257+12,3.0,-3.0,3.0,0.0135292451939716,-0.000629267218324262,0.000629267218324262,0.17,,,66.5419,-0.0001,0.0001,0.36,,,0.0186,-0.0002,0.0002,53.0,-4.0,4.0,1992.0,250.4,-0.6,0.6,2449768.6,-0.1,0.1,,,,,,,,,,,,,Pulsar Timing,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,195.0149029,12.6823534,,,,,,600.0,-100.0,100.0,,,,1.4,,,,,,,,,
PSR B1257+12 d,PSR B1257+12,3.0,-3.0,3.0,0.0122707107573231,-0.000629267218324262,0.000629267218324262,0.161,,,98.2114,-0.0002,0.0002,0.46,,,0.0264,-0.0009,0.0009,47.0,-3.0,3.0,1992.0,108.3,-0.5,0.5,2449767.0,-0.1,0.1,,,,,,,,,,,,,Pulsar Timing,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,195.0149029,12.6823534,,,,,,600.0,-100.0,100.0,,,,1.4,,,,,,,,,
PSR J1719-1438 b,PSR J1719-1438,12.5,,,1.2,,,,,,0.090706293,-2e-09,2e-09,0.0044,,,0.06,,,,,,2011.0,,,,,,,,,,,,,,,,,,,Pulsar Timing,Mass,,259.7919708,-14.6336,,,,,,1200.0,-300.0,300.0,,,,1.4,,,,,,,4500.0,,
PZ Tel b,PZ Tel,0.2,,,27.0,-9.0,25.0,1.07,,,44000.0,-10000.0,40000.0,27.0,-4.0,14.0,0.52,-0.1,0.08,91.73,-0.32,0.36,2023.0,50.0,-30.0,50.0,2450500.0,-700.0,1700.0,,,,,,,,,,53.7690398649909,-9.20246288309848,9.20246288309848,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,283.2745823,-50.1808952,8.43,,6.856,6.486,6.366,47.0648,-0.1338,0.1347,,,,1.36,-0.13,0.15,1.25646,-0.0582668,0.093693,G9 IV,5169.0,-144.375,108.781
Pr0211 b,Pr0211,0.578,-0.012,0.012,1.88,-0.03,0.03,1.2,,,2.1461,-3e-05,3e-05,0.03176,-0.00015,0.00015,0.011,-0.008,0.012,,,,2012.0,17.0,-111.0,87.0,2456678.8,-0.5,0.5,,,,,,,309.7,-4.2,4.2,1304.13237183917,-12.3894917542689,12.3894917542689,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,130.547744,19.276957,12.163,,10.66,10.242,10.173,182.714,-1.051,1.063,0.18,-0.02,0.02,0.935,-0.013,0.013,0.827,-0.012,0.012,,5300.0,-30.0,30.0
Pr0211 c,Pr0211,0.578,-0.012,0.012,7.79,-0.33,0.33,1.12,,,4850.0,-1750.0,4560.0,5.5,-1.4,3.0,0.71,-0.11,0.11,,,,2016.0,111.0,-9.0,9.0,2456736.0,-22.0,22.0,,,,,,,138.0,-7.0,7.0,99.1015797383826,-19.8412838966647,19.8412838966647,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,130.547744,19.276957,12.163,,10.66,10.242,10.173,182.714,-1.051,1.063,0.18,-0.02,0.02,0.935,-0.013,0.013,0.827,-0.012,0.012,,5300.0,-30.0,30.0
Qatar-1 b,Qatar-1,1.19,-0.47,0.47,1.294,-0.049,0.052,1.143,-0.025,0.026,1.4200242,-2.2e-07,2.2e-07,0.02332,-0.0004,0.0004,0.0,,,84.08,-0.15,0.16,2010.0,,,,2456174.17,-0.19,0.13,2456234.103218,-6.0708415e-05,6.0708415e-05,0.645,-0.011,0.01,261.6,-5.5,5.5,1418.0,-27.0,28.0,Transit,Mass,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,303.3818697,65.1623313,12.692,,10.999,10.527,10.409,185.615,-0.797,0.805,0.171,-0.094,0.097,0.838,-0.041,0.043,0.803,-0.016,0.016,,5013.0,-88.0,93.0
Qatar-10 b,Qatar-10,3.2,-1.9,1.9,0.736,-0.09,0.09,1.543,-0.04,0.04,1.645321,-1e-05,1e-05,0.0286,-0.0006,0.0006,0.0,,,85.87,-0.96,0.96,2019.0,,,,,,,2458247.90746,-0.00036,0.00036,0.379,-0.055,0.055,114.0,-13.0,13.0,1955.0,-25.0,25.0,Transit,Mass,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,284.4439052,69.5708373,12.868,,11.754,11.474,11.382,559.068,-5.957,6.085,0.016,-0.089,0.089,1.156,-0.068,0.068,1.254,-0.026,0.026,F7 V,6124.0,-46.0,46.0
Qatar-2 b,Qatar-2,5.0,,,2.494,-0.054,0.054,1.254,-0.013,0.013,1.33711647,-2.6e-07,2.6e-07,0.02153,-0.0002,0.0002,0.0,,,86.12,-0.08,0.08,2011.0,,,,,,,2455624.267096,-8.7e-05,8.7e-05,0.115,-0.023,0.023,558.7,-5.9,5.9,1344.0,-14.0,14.0,Transit,Mass,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,207.6554928,-6.8040714,13.443,,11.35,10.794,10.619,181.374,-1.203,1.218,0.02,-0.08,0.08,0.743,-0.021,0.021,0.776,-0.008,0.008,,4645.0,-50.0,50.0
